Tri   ,Année   ,Périmètre juridique ,Legal perimeter ,Périmètre spatial             ,country                  ,Filière        ,Sector                   ,Type d'énergie ,Type of energy ,Production            ,Unité ,Méthode de consolidation ,Consolidation method ,city             ,lat      ,lng     ,population ,alpha-2 ,alpha-3 ,country-code ,iso_3166-2    ,region   ,sub-region                      ,intermediate-region ,region-code ,sub-region-code ,intermediate-region-code
112.0 ,20210.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,  5546.1              ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
113.0 ,20210.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Charbon        ,Coal                     ,Électrique     ,Electric       ,  9303.182            ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
114.0 ,20210.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   727.422721599999   ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
115.0 ,20210.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   107.96545          ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
116.0 ,20210.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,   103.35             ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
216.0 ,20200.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,  6471.0              ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
220.0 ,20200.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Charbon        ,Coal                     ,Électrique     ,Electric       ,  8697.09456          ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
248.0 ,20200.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   392.015            ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
262.0 ,20200.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    98.859            ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
316.0 ,20190.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,  4851.0              ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
320.0 ,20190.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Charbon        ,Coal                     ,Électrique     ,Electric       ,  9462.06646          ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
347.0 ,20190.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   244.039            ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
362.0 ,20190.0 ,Groupe EDF          ,EDF group       ,République populaire de Chine ,China                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    93.16             ,GWh   ,Nette                    ,Net                  ,                 ,         ,        ,           ,CN      ,CHN     ,       156.0 ,ISO 3166-2:CN ,Asia     ,Eastern Asia                    ,                    ,        142 ,            030 ,                      
 21.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Électrique     ,Electric       ,    24.9500250975     ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 22.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,     3.3460093658571  ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 23.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,   176.06881563192    ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
117.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Électrique     ,Electric       ,    38.3074229948852  ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
118.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,     1.66692764197755 ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
119.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,   175.447433705546   ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
228.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Électrique     ,Electric       ,    31.5000013495     ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
263.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,     0.625433719653   ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
288.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,   170.693054642      ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
328.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Électrique     ,Electric       ,    22.3373743988     ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
363.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,     0.14995888605    ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
387.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Espagne                       ,Spain                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,    20.4557295        ,GWh   ,Nette                    ,Net                  ,Madrid           ,40.4     ,-3.6834 , 5567000.0 ,ES      ,ESP     ,       724.0 ,ISO 3166-2:ES ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 24.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,278959.718            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 25.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Électrique     ,Electric       ,  1703.49496          ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 26.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Électrique     ,Electric       ,  5390.03786204645    ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 27.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Électrique     ,Electric       , 11927.69618366       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 28.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       , 33999.2257128562     ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 29.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,  3598.62006526509    ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 30.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   525.600918499999   ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 31.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Géothermie     ,Geothermal               ,Électrique     ,Electric       ,     3.487984         ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 32.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,   867.85049882       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 33.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Énergie marine ,Marine energy            ,Électrique     ,Electric       ,   548.784            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 34.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,   231.0295005791     ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 35.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Chaleur        ,Heat           , 13283.3729166654     ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 36.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Chaleur        ,Heat           ,    15.676611026416   ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 37.0 ,20220.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,  8731.28640905511    ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
120.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,354394.205            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
121.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Électrique     ,Electric       ,  3097.606            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
122.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Électrique     ,Electric       ,  5218.7929           ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
123.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Électrique     ,Electric       ,  9800.98476508       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
124.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       , 43330.7899136        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
125.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,  3396.2569246        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
126.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   349.848924399999   ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
127.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Géothermie     ,Geothermal               ,Électrique     ,Electric       ,     3.7459264        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
128.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,   767.7651405        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
129.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Énergie marine ,Marine energy            ,Électrique     ,Electric       ,   543.049            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
130.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Électrique     ,Electric       ,   118.988564         ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
131.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Chaleur        ,Heat           ,    15.6710738195347  ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
132.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,   221.085093684972   ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
133.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Chaleur        ,Heat           , 14597.6366149675     ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
134.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Chaleur        ,Heat           ,   374.620492381667   ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
135.0 ,20210.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,  7848.24067660148    ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
217.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,330004.38633          ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
221.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Électrique     ,Electric       ,  1143.633            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
224.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Électrique     ,Electric       ,  4688.46812992       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
229.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Électrique     ,Electric       , 10310.9313863        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
239.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       , 46097.316304         ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
249.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,  3466.638208         ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
264.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   293.78224712       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
275.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Géothermie     ,Geothermal               ,Électrique     ,Electric       ,     2.4376           ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
276.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,   886.981992157      ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
279.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Énergie marine ,Marine energy            ,Électrique     ,Electric       ,   539.947            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
280.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Électrique     ,Electric       ,   237.977012217      ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
283.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Chaleur        ,Heat           ,    14.40095424       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
285.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,   206.146258188      ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
289.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Chaleur        ,Heat           , 12865.8171787        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
292.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Chaleur        ,Heat           ,   672.268023364      ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
295.0 ,20200.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,  8524.77091302       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
317.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Nucléaire      ,Nuclear                  ,Électrique     ,Electric       ,368131.21913          ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
321.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Électrique     ,Electric       ,   927.388841333      ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
