Tri   ,Année   ,Périmètre juridique ,Legal perimeter ,Périmètre spatial             ,country                  ,Filière        ,Sector                   ,Type d'énergie ,Type of energy ,Production            ,Unité ,Méthode de consolidation ,Consolidation method ,city             ,lat      ,lng     ,population ,alpha-2 ,alpha-3 ,country-code ,iso_3166-2    ,region   ,sub-region                      ,intermediate-region ,region-code ,sub-region-code ,intermediate-region-code
324.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Électrique     ,Electric       ,  4825.69600362       ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
329.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Électrique     ,Electric       , 11978.1062586        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
338.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       , 41336.8801009        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
348.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,  3230.9025686        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
364.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   260.210142955      ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
375.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Géothermie     ,Geothermal               ,Électrique     ,Electric       ,     3.714016         ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
376.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,  1044.1894516        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
379.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Énergie marine ,Marine energy            ,Électrique     ,Electric       ,   531.652            ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
380.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Électrique     ,Electric       ,   264.5941482        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
383.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Charbon        ,Coal                     ,Chaleur        ,Heat           ,    94.1075016        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
385.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,   266.7828342        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
388.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Gaz            ,Gas                      ,Chaleur        ,Heat           , 14395.6913996        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
390.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Divers         ,Various                  ,Chaleur        ,Heat           ,  3069.10743          ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
393.0 ,20190.0 ,Groupe EDF          ,EDF group       ,France                        ,France                   ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,  8479.3125536        ,GWh   ,Nette                    ,Net                  ,Paris            ,48.8667  ,2.3333  , 9904000.0 ,FR      ,FRA     ,       250.0 ,ISO 3166-2:FR ,Europe   ,Western Europe                  ,                    ,        150 ,            155 ,                      
 38.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Gaz            ,Gas                      ,Électrique     ,Electric       ,  1570.8301106685     ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 39.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   506.721865774619   ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 40.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    73.8371193999999  ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
136.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Gaz            ,gas                      ,Électrique     ,Electric       ,  1834.07063205       ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
137.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   509.05868721103    ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
138.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    18.578882         ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
230.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Gaz            ,Gas                      ,Électrique     ,Electric       ,  1607.71109725       ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
250.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   508.248            ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
265.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    20.167            ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
330.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Gaz            ,Gas                      ,Électrique     ,Electric       ,  1423.3547           ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
349.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   521.497            ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
365.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Grèce                         ,Greece                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    18.645            ,GWh   ,Nette                    ,Net                  ,Athens           ,37.9833  ,23.7333 , 3242000.0 ,GR      ,GRC     ,       300.0 ,ISO 3166-2:GR ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 41.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   642.8216           ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
 42.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   541.730932499999   ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
139.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   513.8141           ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
140.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   275.64825675       ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
251.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   462.877            ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
266.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   157.207            ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
350.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   305.601            ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
366.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Inde                          ,India                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   169.427            ,GWh   ,Nette                    ,Net                  ,Mumbai           ,19.017   ,72.857  ,18978000.0 ,IN      ,IND     ,       356.0 ,ISO 3166-2:IN ,Asia     ,Southern Asia                   ,                    ,        142 ,            034 ,                      
 43.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Israël                        ,Israel                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   583.920865337999   ,GWh   ,Nette                    ,Net                  ,Tel Aviv-Yafo    ,32.08    ,34.77   , 3112000.0 ,IL      ,ISR     ,       376.0 ,ISO 3166-2:IL ,Asia     ,Western Asia                    ,                    ,        142 ,            145 ,                      
141.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Israël                        ,Israel                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   495.00525894       ,GWh   ,Nette                    ,Net                  ,Tel Aviv-Yafo    ,32.08    ,34.77   , 3112000.0 ,IL      ,ISR     ,       376.0 ,ISO 3166-2:IL ,Asia     ,Western Asia                    ,                    ,        142 ,            145 ,                      
267.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Israël                        ,Israel                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   373.695            ,GWh   ,Nette                    ,Net                  ,Tel Aviv-Yafo    ,32.08    ,34.77   , 3112000.0 ,IL      ,ISR     ,       376.0 ,ISO 3166-2:IL ,Asia     ,Western Asia                    ,                    ,        142 ,            145 ,                      
367.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Israël                        ,Israel                   ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   398.586            ,GWh   ,Nette                    ,Net                  ,Tel Aviv-Yafo    ,32.08    ,34.77   , 3112000.0 ,IL      ,ISR     ,       376.0 ,ISO 3166-2:IL ,Asia     ,Western Asia                    ,                    ,        142 ,            145 ,                      
 44.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Électrique     ,Electric       , 15782.6176153403     ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 45.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       ,  1528.1519126507     ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 46.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   896.644733268748   ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 47.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,    57.9984733902504  ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 48.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,    18.7490010567     ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 49.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Divers         ,Various                  ,Électrique     ,Electric       ,    37.748028297      ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 50.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,     0.1765255        ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 51.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,  2354.82029694584    ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
 52.0 ,20220.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,    62.985594         ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
142.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Électrique     ,Electric       , 12367.0822525502     ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
143.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       ,  2810.61188441179    ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
144.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,  1478.72093          ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
145.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   102.232557         ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
146.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,    18.2961393        ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
147.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Divers         ,Various                  ,Électrique     ,Electric       ,    32.61783126       ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
148.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,     0.261985070406   ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
149.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,  2884.812111         ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
150.0 ,20210.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,    70.008721075038   ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
231.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Électrique     ,Electric       , 13457.6964766        ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
240.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       ,  3130.3704745        ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
252.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   743.949074885      ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
268.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   104.986866301      ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
277.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Biomasse       ,Biomass                  ,Électrique     ,Electric       ,     8.96440601       ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
281.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Divers         ,Various                  ,Électrique     ,Electric       ,    34.635679         ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
286.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Fioul          ,Fioul                    ,Chaleur        ,Heat           ,     0.185155         ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
290.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,  2368.34503079       ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
296.0 ,20200.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,    46.3896053318     ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
331.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Électrique     ,Electric       , 16182.2805906        ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
339.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Hydraulique    ,Hydraulic                ,Électrique     ,Electric       ,  2844.35637225       ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
351.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Éolienne       ,Wind                     ,Électrique     ,Electric       ,   776.555065521      ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
368.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Solaire        ,Solar                    ,Électrique     ,Electric       ,   108.838322324      ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
381.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Divers         ,Various                  ,Électrique     ,Electric       ,    32.4342835        ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
389.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Gaz            ,Gas                      ,Chaleur        ,Heat           ,  2826.82207372       ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
394.0 ,20190.0 ,Groupe EDF          ,EDF group       ,Italie                        ,Italy                    ,Autres ENR     ,Other Renewable Energies ,Chaleur        ,Heat           ,    28.6201900939     ,GWh   ,Nette                    ,Net                  ,Rome             ,41.896   ,12.4833 , 3339000.0 ,IT      ,ITA     ,       380.0 ,ISO 3166-2:IT ,Europe   ,Southern Europe                 ,                    ,        150 ,            039 ,                      
